OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPercent,Channel,Country
O002326,2024-05-22,C01592,P045,1,28.97,0.0,eBay,UK
O002327,2024-05-22,C01817,P028,2,63.58,0.1,Website,UK
O002328,2024-05-22,C00141,P041,2,29.92,0.1,Website,FR
O002329,2024-05-22,C00768,P023,1,45.1,0.0,Website,DE
O002330,2024-05-22,C01951,P016,2,50.61,0.1,Website,FR
O002331,2024-05-22,C01068,P009,1,50.83,0.0,Amazon,ES
O002332,2024-05-23,C00732,P007,2,65.3,0.0,Amazon,NL
O002333,2024-05-23,C01178,P006,2,47.89,0.1,Website,UK
O002334,2024-05-23,C01643,P038,1,28.02,0.15,Amazon,UK
O002335,2024-05-23,C00059,P043,2,17.05,0.0,Website,ES
O002336,2024-05-23,C00321,P004,1,50.27,0.1,Website,ES
O002337,2024-05-23,C00044,P041,2,30.18,0.0,Amazon,UK
O002338,2024-05-23,C01638,P016,1,52.31,0.15,Website,FR
O002339,2024-05-23,C00387,P004,4,50.06,0.15,Website,NL
O002340,2024-05-23,C01935,P026,2,70.76,0.1,Amazon,UK
O002341,2024-05-23,C00608,P022,4,41.13,0.1,Website,IT
O002342,2024-05-23,C00907,P038,1,26.95,0.0,Mobile app,UK
O002343,2024-05-23,C00953,P006,2,48.16,0.0,Amazon,ES
O002344,2024-05-23,C00577,P034,3,15.0,0.15,Website,UK
O002345,2024-05-23,C01006,P021,1,38.35,0.0,Website,IT
O002346,2024-05-23,C01708,P029,4,33.8,0.0,Amazon,UK
O002347,2024-05-24,C01562,P007,1,61.52,0.05,Website,UK
O002348,2024-05-24,C01793,P037,1,12.36,0.0,Mobile app,UK
O002349,2024-05-24,C00957,P017,1,43.09,0.15,Website,DE
O002350,2024-05-24,C00559,P022,1,41.78,0.1,Website,UK
O002351,2024-05-24,C01869,P023,4,46.54,0.0,Mobile app,DE
O002352,2024-05-24,C00991,P025,1,51.39,0.0,eBay,FR
O002353,2024-05-24,C00209,P010,1,51.48,0.05,Mobile app,IT
O002354,2024-05-24,C01890,P009,1,51.33,0.05,Website,ES
O002355,2024-05-24,C00294,P009,1,50.51,0.15,Website,FR
O002356,2024-05-24,C00816,P007,2,62.75,0.05,Website,DE
O002357,2024-05-24,C00824,P024,4,44.21,0.0,eBay,DE
O002358,2024-05-24,C01568,P024,1,44.32,0.1,Website,NL
O002359,2024-05-24,C00265,P020,3,55.24,0.0,Website,DE
O002360,2024-05-24,C01884,P003,1,39.55,0.05,Amazon,UK
O002361,2024-05-24,C00841,P005,2,66.74,0.15,Website,DE
O002362,2024-05-24,C00858,P038,4,27.04,0.05,Website,FR
O002363,2024-05-25,C00688,P024,2,47.61,0.05,Mobile app,UK
O002364,2024-05-25,C01243,P042,1,15.4,0.0,Website,UK
O002365,2024-05-25,C01022,P014,2,46.98,0.15,Website,FR
O002366,2024-05-25,C01941,P029,4,34.98,0.0,Website,UK
O002367,2024-05-25,C01589,P036,1,24.94,0.0,Website,UK
O002368,2024-05-25,C01444,P006,2,45.87,0.0,Amazon,UK
O002369,2024-05-25,C01793,P014,3,49.16,0.05,eBay,ES
O002370,2024-05-25,C01399,P041,2,29.18,0.15,Website,UK
O002371,2024-05-25,C00478,P041,1,31.41,0.0,Mobile app,FR
O002372,2024-05-25,C01439,P007,1,62.82,0.0,Mobile app,UK
O002373,2024-05-25,C00671,P026,1,72.1,0.1,Website,UK
O002374,2024-05-25,C00256,P023,4,47.67,0.0,Amazon,FR
O002375,2024-05-25,C01750,P023,4,47.17,0.0,eBay,DE
O002376,2024-05-25,C00252,P044,3,26.4,0.15,Mobile app,UK
O002377,2024-05-25,C01678,P023,2,47.38,0.0,Mobile app,NL
O002378,2024-05-25,C01863,P040,1,16.81,0.0,Website,UK
O002379,2024-05-25,C00109,P008,1,42.95,0.05,Mobile app,DE
O002380,2024-05-25,C01374,P033,1,16.69,0.0,eBay,UK
O002381,2024-05-25,C01107,P018,3,77.17,0.0,Mobile app,DE
O002382,2024-05-25,C01191,P039,4,23.98,0.0,Amazon,FR
O002383,2024-05-25,C00322,P022,1,39.93,0.0,Mobile app,ES
O002384,2024-05-25,C01235,P031,1,17.11,0.15,Website,DE
O002385,2024-05-25,C00461,P008,1,42.3,0.1,Mobile app,ES
O002386,2024-05-25,C01843,P020,4,57.22,0.05,Website,NL
O002387,2024-05-26,C00548,P040,1,15.98,0.1,Mobile app,UK
O002388,2024-05-26,C00004,P027,1,75.75,0.0,Website,UK
O002389,2024-05-26,C00375,P013,4,62.9,0.0,Website,IT
O002390,2024-05-26,C01796,P029,2,35.91,0.1,Amazon,DE
O002391,2024-05-26,C01333,P024,2,47.89,0.1,Amazon,UK
O002392,2024-05-26,C01774,P005,1,65.61,0.0,Website,DE
O002393,2024-05-26,C00842,P006,1,46.28,0.0,Website,UK
O002394,2024-05-26,C00539,P042,1,15.58,0.0,Website,ES
O002395,2024-05-26,C01527,P041,4,31.19,0.15,Amazon,FR
O002396,2024-05-26,C01987,P017,1,42.5,0.0,Amazon,IT
O002397,2024-05-26,C00956,P027,3,74.6,0.05,Website,NL
O002398,2024-05-26,C00865,P004,1,48.03,0.0,Amazon,FR
O002399,2024-05-26,C00803,P018,1,73.46,0.05,Website,UK
O002400,2024-05-26,C01844,P006,2,46.96,0.1,Amazon,UK
O002401,2024-05-26,C01907,P002,2,69.91,0.15,Mobile app,ES
O002402,2024-05-26,C00500,P001,2,63.5,0.15,Website,NL
O002403,2024-05-26,C00048,P024,3,47.67,0.1,Amazon,DE
O002404,2024-05-26,C01694,P003,3,40.52,0.0,Mobile app,UK
O002405,2024-05-26,C01609,P003,2,42.25,0.05,Website,DE
O002406,2024-05-26,C01397,P007,2,60.92,0.1,Website,UK
O002407,2024-05-26,C01540,P020,1,56.79,0.0,Website,UK
O002408,2024-05-26,C01567,P029,1,35.35,0.0,eBay,FR
O002409,2024-05-26,C00856,P031,1,18.3,0.0,Amazon,FR
O002410,2024-05-27,C01321,P024,1,45.0,0.0,Website,IT
O002411,2024-05-27,C00559,P008,1,43.83,0.15,eBay,UK
O002412,2024-05-27,C00493,P004,1,49.99,0.05,Website,ES
O002413,2024-05-27,C01012,P034,1,15.52,0.05,Amazon,UK
O002414,2024-05-27,C01205,P014,2,50.06,0.05,Amazon,FR
O002415,2024-05-27,C00301,P007,4,64.09,0.0,Website,IT
O002416,2024-05-27,C01817,P006,1,45.79,0.1,Website,ES
O002417,2024-05-27,C00664,P002,1,70.5,0.1,Website,UK
O002418,2024-05-27,C00701,P009,2,50.56,0.1,Website,UK
O002419,2024-05-27,C01072,P045,2,28.65,0.1,Mobile app,UK
O002420,2024-05-27,C00464,P023,3,45.13,0.15,Amazon,UK
O002421,2024-05-27,C00392,P036,1,24.71,0.15,eBay,NL
O002422,2024-05-27,C01448,P011,1,56.67,0.1,Website,DE
O002423,2024-05-27,C00738,P040,2,16.66,0.1,Mobile app,DE
O002424,2024-05-27,C00663,P014,1,50.41,0.0,Website,UK
O002425,2024-05-27,C01281,P037,2,12.12,0.0,Mobile app,FR
O002426,2024-05-27,C01583,P019,1,41.31,0.1,Amazon,UK
O002427,2024-05-27,C01405,P004,4,48.83,0.0,Website,NL
O002428,2024-05-28,C00426,P035,3,15.01,0.0,Mobile app,UK
O002429,2024-05-28,C01729,P031,1,16.98,0.0,Website,UK
O002430,2024-05-28,C01295,P012,4,48.13,0.15,Website,UK
O002431,2024-05-28,C01616,P031,1,17.66,0.1,Website,UK
O002432,2024-05-28,C01577,P045,1,30.81,0.05,Website,ES
O002433,2024-05-28,C01485,P045,1,30.1,0.05,Website,FR
O002434,2024-05-28,C01823,P032,1,27.1,0.0,eBay,ES
O002435,2024-05-28,C01724,P027,1,75.76,0.0,Website,UK
O002436,2024-05-28,C01298,P009,2,52.6,0.0,Website,FR
O002437,2024-05-29,C01501,P017,1,41.86,0.0,Mobile app,DE
O002438,2024-05-29,C01839,P003,4,42.03,0.05,Website,UK
O002439,2024-05-29,C01537,P011,3,53.55,0.0,Amazon,FR
O002440,2024-05-29,C00515,P006,1,47.34,0.0,Website,UK
O002441,2024-05-29,C00021,P009,1,51.77,0.0,Website,UK
O002442,2024-05-29,C00764,P009,1,49.24,0.0,Website,ES
O002443,2024-05-29,C01282,P009,2,50.09,0.0,Website,UK
O002444,2024-05-29,C00207,P008,1,40.62,0.05,Website,UK
O002445,2024-05-29,C00255,P033,3,16.5,0.1,Website,UK
O002446,2024-05-29,C01970,P043,3,16.45,0.1,Website,UK
O002447,2024-05-29,C01675,P012,2,46.64,0.0,Amazon,DE
O002448,2024-05-29,C01764,P037,3,11.46,0.1,Website,UK
O002449,2024-05-30,C00554,P036,1,24.97,0.1,Website,DE
O002450,2024-05-30,C00080,P028,1,64.02,0.0,Mobile app,UK
O002451,2024-05-30,C01757,P016,1,50.06,0.1,Website,UK
O002452,2024-05-30,C01961,P039,3,23.36,0.0,Amazon,FR
O002453,2024-05-30,C01710,P009,2,53.91,0.0,Mobile app,UK
O002454,2024-05-30,C01441,P029,1,36.5,0.1,Mobile app,UK
O002455,2024-05-30,C00610,P012,1,49.52,0.1,Website,ES
O002456,2024-05-30,C01699,P016,3,52.61,0.0,Website,FR
O002457,2024-05-30,C01525,P036,3,24.89,0.0,Amazon,UK
O002458,2024-05-30,C01468,P015,1,50.59,0.1,Website,UK
O002459,2024-05-30,C01458,P003,4,43.33,0.0,Website,UK
O002460,2024-05-30,C00147,P038,1,28.84,0.0,Website,UK
O002461,2024-05-30,C00811,P021,2,38.57,0.1,eBay,FR
O002462,2024-05-30,C01572,P035,2,13.74,0.05,Mobile app,UK
O002463,2024-05-30,C00702,P016,1,50.79,0.05,Website,UK
O002464,2024-05-30,C01445,P033,2,17.53,0.1,Website,UK
O002465,2024-05-30,C01696,P009,1,50.36,0.0,Website,UK
O002466,2024-05-30,C00817,P041,3,31.48,0.1,Website,UK
O002467,2024-05-30,C01364,P027,1,72.42,0.0,Website,DE
O002468,2024-05-31,C00458,P014,2,46.19,0.0,Website,FR
O002469,2024-05-31,C00827,P015,4,53.09,0.0,Mobile app,FR
O002470,2024-05-31,C01211,P040,3,16.74,0.0,Mobile app,ES
O002471,2024-05-31,C00299,P003,1,41.66,0.1,Amazon,FR
O002472,2024-05-31,C01892,P006,1,48.77,0.1,Mobile app,UK
O002473,2024-05-31,C01322,P036,4,25.87,0.0,Amazon,ES
O002474,2024-05-31,C01208,P043,4,17.22,0.1,Mobile app,UK
O002475,2024-05-31,C01453,P028,4,64.43,0.1,Website,UK
O002476,2024-05-31,C00640,P010,1,51.39,0.05,eBay,FR
O002477,2024-05-31,C01162,P026,3,73.79,0.0,Mobile app,ES
O002478,2024-05-31,C01635,P004,1,48.35,0.05,Amazon,FR
O002479,2024-05-31,C00916,P001,2,58.24,0.1,Website,FR
O002480,2024-06-01,C01809,P032,2,26.51,0.0,Mobile app,FR
O002481,2024-06-01,C01614,P023,2,48.41,0.0,Mobile app,FR
O002482,2024-06-01,C00558,P010,3,50.67,0.15,Website,UK
O002483,2024-06-01,C01222,P012,4,49.74,0.05,Mobile app,DE
O002484,2024-06-01,C00539,P012,1,49.01,0.0,Mobile app,UK
O002485,2024-06-01,C00986,P040,1,15.76,0.0,Mobile app,NL
O002486,2024-06-01,C00267,P004,2,48.81,0.0,Website,DE
O002487,2024-06-01,C01564,P012,1,47.87,0.05,Mobile app,UK
O002488,2024-06-01,C01316,P032,1,26.0,0.0,Website,UK
O002489,2024-06-01,C00688,P031,2,17.13,0.0,Website,UK
O002490,2024-06-01,C00732,P009,3,52.09,0.15,Website,IT
O002491,2024-06-01,C01803,P033,2,17.85,0.15,Website,UK
O002492,2024-06-01,C00646,P036,2,25.28,0.0,Website,DE
O002493,2024-06-01,C01264,P013,1,62.61,0.0,Mobile app,ES
O002494,2024-06-01,C01232,P026,1,77.02,0.0,Amazon,DE
O002495,2024-06-01,C00702,P004,1,49.35,0.1,Website,UK
O002496,2024-06-02,C01281,P037,2,11.54,0.0,Amazon,UK
O002497,2024-06-02,C01318,P003,2,42.26,0.15,Amazon,ES
O002498,2024-06-02,C01120,P039,1,23.33,0.15,Website,DE
O002499,2024-06-02,C00906,P009,1,50.36,0.0,Mobile app,FR
O002500,2024-06-02,C01403,P033,2,17.64,0.15,eBay,NL
O002501,2024-06-02,C01511,P018,2,71.15,0.0,Website,UK
O002502,2024-06-02,C00963,P021,1,39.84,0.15,Website,UK
O002503,2024-06-02,C01903,P003,3,41.65,0.0,Mobile app,ES
O002504,2024-06-02,C00973,P018,1,78.36,0.1,Website,UK
O002505,2024-06-02,C01583,P035,2,14.43,0.05,Mobile app,UK
O002506,2024-06-02,C01554,P022,4,41.35,0.0,eBay,UK
O002507,2024-06-02,C01174,P030,2,33.02,0.0,Website,ES
O002508,2024-06-02,C01958,P021,4,40.0,0.05,Website,FR
O002509,2024-06-02,C00726,P029,1,34.86,0.05,Mobile app,FR
O002510,2024-06-02,C01587,P024,4,46.2,0.0,Website,FR
O002511,2024-06-02,C01057,P039,1,23.56,0.0,Website,FR
O002512,2024-06-02,C00878,P037,4,11.55,0.0,eBay,UK
O002513,2024-06-02,C01392,P032,1,28.09,0.0,Website,IT
O002514,2024-06-02,C01589,P032,3,27.95,0.15,Website,UK
O002515,2024-06-02,C01355,P033,2,17.61,0.15,Mobile app,UK
O002516,2024-06-02,C01128,P016,1,52.51,0.0,Amazon,UK
O002517,2024-06-02,C00711,P009,1,51.99,0.05,Website,UK
O002518,2024-06-03,C00704,P040,4,15.81,0.0,Website,UK
O002519,2024-06-03,C01540,P037,2,11.66,0.1,Website,ES
O002520,2024-06-03,C00464,P008,2,42.01,0.0,Amazon,DE
O002521,2024-06-03,C00648,P045,2,30.92,0.05,Website,DE
O002522,2024-06-03,C01184,P037,1,12.27,0.05,Amazon,FR
O002523,2024-06-03,C01860,P045,1,30.9,0.0,Amazon,DE
O002524,2024-06-03,C00865,P045,1,29.98,0.1,Amazon,ES
O002525,2024-06-03,C01148,P040,1,15.52,0.0,Website,ES
O002526,2024-06-03,C00351,P007,1,61.44,0.15,eBay,ES
O002527,2024-06-03,C01233,P001,1,62.91,0.1,Website,UK
O002528,2024-06-03,C01722,P025,1,50.8,0.05,Amazon,FR
O002529,2024-06-03,C00199,P043,2,16.94,0.0,Website,UK
O002530,2024-06-03,C00421,P008,4,43.01,0.0,Mobile app,IT
O002531,2024-06-03,C01278,P007,4,63.28,0.15,Amazon,NL
O002532,2024-06-03,C00584,P012,1,49.29,0.0,Website,UK
O002533,2024-06-03,C01167,P029,1,35.2,0.05,Website,FR
O002534,2024-06-03,C00123,P040,3,15.62,0.05,Website,IT
O002535,2024-06-04,C01327,P036,2,23.82,0.1,Website,UK
O002536,2024-06-04,C01710,P021,2,40.83,0.1,Website,UK
O002537,2024-06-04,C01450,P032,1,28.5,0.05,eBay,FR
O002538,2024-06-04,C01809,P038,2,26.75,0.05,eBay,ES
O002539,2024-06-04,C01777,P034,1,14.53,0.1,eBay,UK
O002540,2024-06-04,C00539,P010,1,51.82,0.15,Website,UK
O002541,2024-06-04,C01331,P003,1,39.85,0.0,eBay,DE
O002542,2024-06-04,C01303,P002,1,65.16,0.1,Website,UK
O002543,2024-06-04,C01898,P030,3,35.47,0.05,Website,UK
O002544,2024-06-04,C01271,P045,1,28.3,0.0,Website,ES
O002545,2024-06-04,C00111,P042,2,15.55,0.0,Mobile app,UK
O002546,2024-06-04,C01877,P026,3,74.86,0.1,Amazon,FR
O002547,2024-06-04,C01601,P022,2,42.2,0.1,Website,DE
O002548,2024-06-04,C01608,P040,1,15.95,0.1,Amazon,FR
O002549,2024-06-04,C00713,P010,1,52.76,0.05,Amazon,UK
O002550,2024-06-04,C01431,P044,1,26.94,0.0,Website,FR
O002551,2024-06-04,C00673,P005,1,66.77,0.05,Mobile app,UK
O002552,2024-06-04,C00685,P033,2,17.62,0.05,Website,FR
O002553,2024-06-05,C00383,P035,4,14.19,0.0,Website,UK
O002554,2024-06-05,C01185,P039,1,23.89,0.0,Website,UK
O002555,2024-06-05,C01077,P014,1,49.32,0.15,Website,UK
O002556,2024-06-05,C00637,P009,1,51.38,0.15,Website,FR
O002557,2024-06-05,C01388,P040,2,16.79,0.05,Website,UK
O002558,2024-06-05,C01714,P012,1,50.9,0.1,Website,UK
O002559,2024-06-05,C00482,P022,2,39.69,0.0,Website,UK
O002560,2024-06-05,C00338,P010,3,49.61,0.15,Website,DE
O002561,2024-06-05,C01640,P028,2,60.22,0.0,Website,IT
O002562,2024-06-05,C00944,P032,2,27.39,0.15,Mobile app,UK
O002563,2024-06-05,C00608,P026,4,74.47,0.15,Website,UK
O002564,2024-06-05,C01307,P027,1,76.9,0.0,Website,FR
O002565,2024-06-05,C00385,P020,2,57.32,0.0,Amazon,UK
O002566,2024-06-05,C01349,P033,1,16.27,0.1,eBay,DE
O002567,2024-06-05,C00056,P044,3,28.17,0.1,Website,UK
O002568,2024-06-05,C01686,P002,1,69.31,0.0,Website,ES
O002569,2024-06-05,C00823,P021,1,40.17,0.0,Amazon,FR
O002570,2024-06-06,C01236,P014,4,46.79,0.1,Amazon,UK
O002571,2024-06-06,C01065,P006,1,46.16,0.15,Website,DE
O002572,2024-06-06,C01170,P010,1,53.28,0.0,Mobile app,UK
O002573,2024-06-06,C01793,P037,1,11.62,0.05,Amazon,UK
O002574,2024-06-06,C01778,P019,2,39.01,0.0,Mobile app,UK
O002575,2024-06-06,C00442,P037,1,12.49,0.05,Website,UK
O002576,2024-06-06,C01196,P005,2,67.87,0.15,Mobile app,UK
O002577,2024-06-06,C00894,P032,4,26.07,0.0,Website,ES
O002578,2024-06-06,C01874,P018,2,73.67,0.15,Website,FR
O002579,2024-06-06,C00243,P004,2,46.37,0.05,Amazon,UK
O002580,2024-06-06,C01563,P029,1,34.23,0.05,Amazon,UK
O002581,2024-06-07,C01730,P025,4,50.0,0.15,eBay,UK
O002582,2024-06-07,C01796,P040,1,16.88,0.0,Website,UK
O002583,2024-06-07,C01661,P033,1,16.53,0.05,Website,NL
O002584,2024-06-07,C01178,P006,1,50.25,0.1,Website,UK
O002585,2024-06-07,C00812,P002,3,65.41,0.0,Website,DE
O002586,2024-06-07,C01734,P009,1,53.49,0.05,eBay,IT
O002587,2024-06-07,C01337,P039,4,23.47,0.15,Amazon,IT
O002588,2024-06-07,C01304,P044,2,28.69,0.0,Website,IT
O002589,2024-06-07,C01066,P022,1,40.87,0.1,Website,UK
O002590,2024-06-07,C00690,P037,2,12.52,0.15,Mobile app,DE
O002591,2024-06-07,C00975,P014,1,46.68,0.05,Website,IT
O002592,2024-06-07,C01798,P028,1,63.83,0.0,Amazon,FR
O002593,2024-06-07,C01491,P041,4,31.73,0.0,eBay,UK
O002594,2024-06-08,C00557,P025,2,49.52,0.15,Website,UK
O002595,2024-06-08,C00775,P006,4,49.62,0.1,Website,DE
O002596,2024-06-08,C00016,P011,4,53.37,0.05,Website,UK
O002597,2024-06-08,C00741,P005,1,65.79,0.1,Amazon,UK
O002598,2024-06-08,C00583,P006,2,49.02,0.05,Website,UK
O002599,2024-06-08,C01637,P017,2,41.57,0.05,Website,FR
O002600,2024-06-08,C01637,P042,2,14.83,0.05,Website,FR
O002601,2024-06-08,C00104,P024,2,45.69,0.15,Website,UK
O002602,2024-06-08,C00202,P041,4,30.38,0.0,Amazon,UK
O002603,2024-06-08,C01251,P036,1,25.54,0.1,Website,UK
O002604,2024-06-08,C00719,P003,1,41.15,0.1,Website,FR
O002605,2024-06-08,C01188,P038,1,28.23,0.0,Amazon,ES
O002606,2024-06-09,C00493,P022,1,41.7,0.0,Amazon,FR
O002607,2024-06-09,C00960,P018,4,78.23,0.0,Amazon,DE
O002608,2024-06-09,C01112,P009,2,53.94,0.0,Mobile app,FR
O002609,2024-06-09,C00600,P004,2,50.24,0.0,Mobile app,UK
O002610,2024-06-09,C00696,P015,2,50.29,0.0,Mobile app,UK
O002611,2024-06-09,C00843,P011,3,52.75,0.1,eBay,UK
O002612,2024-06-09,C01373,P045,2,28.13,0.0,Website,DE
O002613,2024-06-09,C00232,P027,3,77.62,0.0,Amazon,UK
O002614,2024-06-09,C01270,P036,1,24.06,0.0,Mobile app,UK
O002615,2024-06-09,C00327,P041,2,30.72,0.1,Mobile app,UK
O002616,2024-06-09,C01454,P013,3,58.86,0.05,Website,ES
O002617,2024-06-09,C00893,P035,2,14.45,0.0,Mobile app,DE
O002618,2024-06-09,C01009,P036,2,24.01,0.0,Website,ES
O002619,2024-06-09,C01501,P001,2,61.56,0.15,Mobile app,UK
O002620,2024-06-09,C01657,P001,2,61.86,0.0,Website,UK
O002621,2024-06-09,C01732,P013,2,62.2,0.05,eBay,UK
O002622,2024-06-09,C01334,P024,3,48.22,0.0,Website,FR
O002623,2024-06-09,C00184,P028,1,65.23,0.0,Website,DE
O002624,2024-06-09,C01365,P031,2,17.02,0.15,Website,UK
O002625,2024-06-09,C00215,P044,4,28.18,0.0,Mobile app,UK
O002626,2024-06-10,C01886,P032,1,26.88,0.0,Website,UK
O002627,2024-06-10,C00996,P005,2,68.1,0.1,Mobile app,DE
O002628,2024-06-10,C01604,P026,1,74.0,0.0,Mobile app,DE
O002629,2024-06-10,C01911,P023,2,47.3,0.0,Mobile app,UK
O002630,2024-06-10,C01174,P029,1,34.05,0.0,Website,UK
O002631,2024-06-10,C01135,P002,4,67.63,0.0,Amazon,UK
O002632,2024-06-10,C01623,P011,2,53.98,0.0,Website,UK
O002633,2024-06-10,C01633,P020,3,57.98,0.1,Mobile app,UK
O002634,2024-06-10,C01552,P018,4,76.61,0.05,Amazon,FR
O002635,2024-06-10,C01996,P006,4,45.53,0.0,Website,UK
O002636,2024-06-10,C00572,P045,2,28.73,0.1,eBay,DE
O002637,2024-06-10,C00685,P011,1,56.88,0.15,Mobile app,FR
O002638,2024-06-10,C01937,P040,1,16.01,0.0,eBay,FR
O002639,2024-06-11,C00738,P003,4,40.44,0.15,Amazon,NL
O002640,2024-06-11,C00439,P013,1,63.62,0.0,Amazon,ES
O002641,2024-06-11,C00142,P011,2,52.17,0.05,Website,DE
O002642,2024-06-11,C01392,P006,2,49.68,0.0,Website,ES
O002643,2024-06-11,C00004,P044,2,26.76,0.05,Amazon,FR
O002644,2024-06-11,C00956,P045,2,28.52,0.0,Website,UK
O002645,2024-06-11,C01040,P040,1,16.5,0.0,Amazon,FR
O002646,2024-06-11,C00618,P009,1,51.99,0.15,Website,UK
O002647,2024-06-11,C00886,P005,1,62.99,0.0,Website,DE
O002648,2024-06-11,C01160,P020,1,55.66,0.1,Mobile app,ES
O002649,2024-06-11,C00891,P005,2,64.68,0.05,Website,UK
O002650,2024-06-11,C01777,P035,1,15.01,0.15,Mobile app,UK
O002651,2024-06-11,C01094,P030,1,33.06,0.15,Website,FR
O002652,2024-06-11,C01529,P030,4,35.94,0.0,Website,FR
O002653,2024-06-11,C01734,P034,1,15.49,0.05,Website,UK
O002654,2024-06-11,C01189,P021,1,39.54,0.1,Website,UK
O002655,2024-06-12,C01162,P001,2,59.56,0.15,Amazon,FR
O002656,2024-06-12,C00247,P006,1,47.9,0.0,Website,IT
O002657,2024-06-12,C00677,P004,1,48.36,0.1,Website,DE
O002658,2024-06-12,C01673,P028,1,65.75,0.0,Mobile app,IT
O002659,2024-06-12,C01251,P043,2,17.07,0.0,Mobile app,UK
O002660,2024-06-12,C00266,P045,4,29.69,0.15,Amazon,IT
O002661,2024-06-12,C01624,P024,3,48.12,0.05,Amazon,UK
O002662,2024-06-12,C01515,P025,4,48.44,0.0,Website,ES
O002663,2024-06-12,C00218,P020,2,58.0,0.0,Website,UK
O002664,2024-06-12,C00199,P013,2,60.05,0.1,Amazon,ES
O002665,2024-06-12,C01775,P010,3,54.35,0.0,Website,IT
O002666,2024-06-13,C01765,P038,1,26.75,0.05,Mobile app,UK
O002667,2024-06-13,C00081,P041,1,29.55,0.0,Website,UK
O002668,2024-06-13,C00294,P042,2,15.31,0.0,Mobile app,FR
O002669,2024-06-13,C00019,P027,3,76.76,0.15,Website,NL
O002670,2024-06-13,C01148,P004,2,50.01,0.1,eBay,NL
O002671,2024-06-13,C00836,P044,2,28.97,0.15,eBay,FR
O002672,2024-06-13,C01878,P040,2,16.08,0.0,Website,FR
O002673,2024-06-13,C01268,P002,1,66.96,0.05,Website,UK
O002674,2024-06-13,C01378,P028,2,60.67,0.05,Amazon,FR
O002675,2024-06-13,C01597,P023,3,44.5,0.0,Website,UK
O002676,2024-06-13,C01768,P039,3,24.53,0.0,Website,FR
O002677,2024-06-13,C01276,P035,1,14.87,0.15,eBay,NL
O002678,2024-06-13,C00919,P033,2,16.64,0.0,Mobile app,UK
O002679,2024-06-13,C00461,P036,3,23.72,0.05,Website,IT
O002680,2024-06-13,C00213,P044,2,27.21,0.0,Mobile app,UK
O002681,2024-06-14,C00899,P023,1,44.55,0.05,Amazon,FR
O002682,2024-06-14,C00625,P009,1,49.54,0.0,eBay,DE
O002683,2024-06-14,C00321,P008,1,42.96,0.1,Website,ES
O002684,2024-06-14,C00948,P035,1,14.86,0.05,Amazon,DE
O002685,2024-06-14,C01233,P006,1,47.59,0.0,Mobile app,FR
O002686,2024-06-14,C00173,P038,1,27.63,0.1,Mobile app,UK
O002687,2024-06-14,C00814,P021,1,38.16,0.0,Website,DE
O002688,2024-06-14,C01676,P003,4,41.61,0.1,Website,FR
O002689,2024-06-14,C01189,P014,2,49.98,0.05,Website,FR
O002690,2024-06-14,C01638,P004,1,49.0,0.0,Website,UK
O002691,2024-06-14,C00707,P045,1,29.29,0.0,Website,UK
O002692,2024-06-14,C00681,P031,2,17.56,0.0,eBay,FR
O002693,2024-06-14,C01390,P016,4,53.32,0.05,Website,FR
O002694,2024-06-15,C00119,P021,1,39.03,0.0,Website,UK
O002695,2024-06-15,C00276,P019,1,40.85,0.05,Mobile app,ES
O002696,2024-06-15,C01514,P041,4,30.91,0.0,Website,DE
O002697,2024-06-15,C00688,P024,4,47.62,0.15,Mobile app,ES
O002698,2024-06-15,C01277,P036,3,23.63,0.1,Amazon,DE
O002699,2024-06-15,C00385,P024,1,47.76,0.1,Amazon,UK
O002700,2024-06-15,C01135,P041,1,29.48,0.15,Website,IT
O002701,2024-06-15,C00870,P004,1,49.63,0.05,Mobile app,ES
O002702,2024-06-15,C01350,P026,1,74.33,0.1,Website,UK
O002703,2024-06-15,C01729,P028,1,61.35,0.1,Amazon,UK
O002704,2024-06-15,C00334,P011,1,56.26,0.15,eBay,UK
O002705,2024-06-15,C01010,P043,2,15.89,0.15,Website,UK
O002706,2024-06-15,C00571,P026,2,77.63,0.0,Mobile app,NL
O002707,2024-06-15,C00844,P008,1,42.43,0.1,Mobile app,IT
O002708,2024-06-15,C00465,P038,1,27.04,0.0,Mobile app,UK
O002709,2024-06-15,C01076,P004,4,47.03,0.0,Website,FR
O002710,2024-06-15,C01547,P021,2,39.34,0.1,Amazon,DE
O002711,2024-06-15,C01173,P039,1,24.01,0.0,Mobile app,FR
O002712,2024-06-15,C00522,P031,4,17.86,0.0,Amazon,UK
O002713,2024-06-15,C01231,P021,1,40.44,0.15,Website,DE
O002714,2024-06-15,C01940,P013,1,62.7,0.0,eBay,UK
O002715,2024-06-15,C01475,P002,1,65.66,0.0,Website,UK
O002716,2024-06-15,C00689,P034,2,14.71,0.0,Mobile app,UK
O002717,2024-06-15,C00569,P036,1,24.88,0.1,Website,UK
O002718,2024-06-15,C00537,P025,3,48.91,0.0,Mobile app,DE
O002719,2024-06-16,C01938,P012,1,47.59,0.1,Mobile app,FR
O002720,2024-06-16,C01603,P017,2,43.09,0.0,Website,IT
O002721,2024-06-16,C00539,P035,1,14.5,0.0,Amazon,DE
O002722,2024-06-16,C01042,P033,1,16.87,0.0,Amazon,FR
